case_id,sanctioned_state,sanctioning_state,begin,end,trade,descr_trade,arms,military,financial,travel,other,target_mult,sender_mult,objective,success
1241,Rwanda,UN,2021,2022,0,,0,0,1,0,0,0,1,other,ongoing
1242,Saudi Arabia,United States,2021,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,"democracy,human_rights","ongoing,ongoing"
1243,Somalia,United Kingdom,2021,2022,1,imp_part,1,1,1,1,0,0,0,"end_war,human_rights,terrorism","ongoing,ongoing,ongoing"
1244,South Sudan,United Kingdom,2021,2022,0,,1,1,1,1,0,0,0,"human_rights,end_war,territorial_conflict","ongoing,ongoing,ongoing"
1245,South Sudan,United States,2021,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,other,ongoing
1246,Sudan,United Kingdom,2021,2022,0,,1,1,1,1,0,0,0,"end_war,human_rights","ongoing,ongoing"
1247,Sudan,United States,2021,2022,0,,0,0,1,0,0,0,0,end_war,failed
1248,Syria,United Kingdom,2021,2022,1,"exp_part, imp_part",1,0,1,0,0,0,0,"human_rights,end_war","ongoing,ongoing"
1249,Taiwan,China,2021,2022,1,"exp_part, imp_part",0,0,0,0,0,0,0,policy_change,ongoing
1250,Taiwan,Hong Kong,2021,2022,0,,0,0,0,1,0,0,0,policy_change,ongoing
1251,Tanzania,United States,2021,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,"terrorism,democracy","ongoing,ongoing"
1252,Transjordan,United Kingdom,2021,2022,0,,0,0,1,0,0,0,0,other,ongoing
1253,Tunisia,United Kingdom,2021,2022,0,,0,0,1,0,0,0,0,other,ongoing
1254,Turkey,United Kingdom,2021,2022,0,,0,0,1,1,0,0,0,policy_change,ongoing
1255,Uganda,United States,2021,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,human_rights,ongoing
1256,Ukraine,United Kingdom,2021,2022,1,"exp_part, imp_part",0,0,1,1,1,0,0,"policy_change,other","ongoing,ongoing"
1257,Ukraine,United States,2021,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,other,ongoing
1258,United States,China,2021,2022,0,,0,0,1,1,0,0,0,policy_change,ongoing
1259,United States,Hong Kong,2021,2022,0,,0,0,1,1,0,0,0,policy_change,ongoing
1260,Venezuela,United Kingdom,2021,2022,1,exp_part,1,1,1,1,0,0,0,"democracy,human_rights","ongoing,ongoing"
1261,Western Balkans,United States,2021,2022,0,,0,0,0,1,0,1,0,"human_rights,democracy,other","ongoing,ongoing,ongoing"
1262,"Yemen, North",United Kingdom,2021,2022,0,,1,1,1,1,0,0,0,"end_war,terrorism,human_rights","ongoing,ongoing,ongoing"
1263,Zimbabwe,United Kingdom,2021,2022,1,exp_part,1,1,1,1,0,0,0,"democracy,human_rights","ongoing,ongoing"
1264,Afghanistan,United States,2022,2022,0,,0,0,1,0,0,0,0,"human_rights,democracy","ongoing,ongoing"
1265,"Albania, Bosnia and Herzegovina, Macedonia, Montenegro",United States,2022,2022,0,,0,0,1,0,0,1,0,other,ongoing
1266,Belarus,Australia,2022,2022,0,,0,0,1,1,0,0,0,"policy_change,end_war","ongoing,ongoing"
1267,Belarus,EU,2022,2022,1,"exp_part, imp_part",0,0,1,0,1,0,1,"policy_change,end_war","ongoing,ongoing"
1268,Belarus,Japan,2022,2022,1,exp_part,0,0,1,0,0,0,0,"policy_change,end_war","ongoing,ongoing"
1269,Belarus,South Korea,2022,2022,1,exp_part,0,0,0,0,0,0,0,"policy_change,end_war","ongoing,ongoing"
1270,Belarus,Switzerland,2022,2022,1,"exp_part,imp_part",0,0,1,0,1,0,0,"policy_change,end_war","ongoing,ongoing"
1271,Belarus,United Kingdom,2022,2022,1,"exp_part,imp_part",0,0,1,1,1,0,0,"policy_change,end_war","ongoing,ongoing"
1272,Belarus,United States,2022,2022,1,"exp_part, imp_part",0,0,1,0,1,0,0,"policy_change,end_war","ongoing,ongoing"
1273,Bosnia and Herzegovina,United States,2022,2022,0,,0,0,1,1,0,0,0,other,ongoing
1274,Bulgaria,Russia,2022,2022,1,exp_part,0,0,0,0,0,0,0,policy_change,ongoing
1275,Burkina Faso,Denmark,2022,2022,0,,0,0,1,0,0,0,0,"democracy,end_war",ongoing
1276,Burkina Faso,ECOWAS,2022,2022,0,,0,0,0,0,1,0,1,democracy,ongoing
1277,Burkina Faso,United States,2022,2022,0,,0,0,1,0,0,0,0,end_war,ongoing
1278,China,United States,2022,2022,0,,0,0,0,1,0,0,0,policy_change,ongoing
1279,Democratic Republic of the Congo,United States,2022,2022,0,,0,0,1,0,0,0,0,"prevent_war,other","ongoing,ongoing"
1280,EU,Russia,2022,2022,1,exp_part,0,0,0,0,0,1,0,policy_change,ongoing
1281,EU,Russia,2022,2022,1,"exp_part, imp_part",0,0,1,1,1,1,0,policy_change,ongoing
1282,Ecuador,United States,2022,2022,0,,0,0,1,0,0,0,0,other,ongoing
1283,Guatemala,United States,2022,2022,0,,0,0,1,0,0,0,0,other,ongoing
1284,Guinea,United States,2022,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,"terrorism,other","ongoing,ongoing"
1285,Honduras,United States,2022,2022,0,,0,0,0,1,0,0,0,"democracy,other","ongoing,ongoing"
1286,Indonesia,United States,2022,2022,0,,0,0,0,1,0,0,0,terrorism,ongoing
1287,Iran,United States,2022,2022,0,,0,0,1,0,0,0,0,"prevent_war,terrorism","ongoing,ongoing"
1288,Iraq,United States,2022,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,terrorism,ongoing
1289,North Korea,United States,2022,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,prevent_war,ongoing
1290,Lebanon,United States,2022,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,terrorism,ongoing
1291,Mali,Denmark,2022,2022,0,,0,0,1,0,0,0,0,policy_change,ongoing
1292,Mali,ECOWAS,2022,2022,1,"exp_part, imp_part",0,0,1,1,1,0,1,democracy,ongoing
1293,Mali,EU,2022,2022,0,,0,0,1,1,0,0,1,democracy,ongoing
1294,Mexico,United States,2022,2022,0,,0,0,1,0,0,0,0,other,ongoing
1295,Mozambique,United States,2022,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,terrorism,ongoing
1296,Nigeria,United States,2022,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,terrorism,ongoing
1297,Palestine,Israel,2022,2022,0,,0,0,0,1,0,0,0,terrorism,ongoing
1298,Poland,Russia,2022,2022,1,exp_part,0,0,0,0,0,0,0,policy_change,ongoing
1299,"Poland, Hungary",EU,2022,2022,0,,0,0,1,0,0,1,1,democracy,ongoing
1300,Russia,Australia,2022,2022,1,"exp_part,imp_compl",0,0,1,1,1,0,0,"policy_change,prevent_war,end_war,democracy","ongoing,ongoing,ongoing,ongoing"
1301,Russia,Canada,2022,2022,1,"exp_part,imp_compl",0,0,1,1,1,0,0,end_war,ongoing
1302,Russia,"EU, Macedonia, Albania, Kosovo",2022,2022,1,"exp_part,imp_part",0,0,1,1,1,0,1,"policy_change,prevent_war,end_war","ongoing,ongoing,ongoing"
1303,Russia,"G7, EU",2022,2022,1,"exp_part,imp_part",0,0,1,0,0,0,1,end_war,ongoing
1304,Russia,Germany,2022,2022,1,imp_part,0,0,0,0,1,0,0,"policy_change,prevent_war","ongoing,ongoing"
1305,Russia,Iceland,2022,2022,1,"exp_part,imp_part",0,0,1,1,1,0,0,end_war,ongoing
1306,Russia,Japan,2022,2022,1,"exp_part,imp_part",0,0,1,1,0,0,0,"policy_change,prevent_war,end_war","ongoing,ongoing,ongoing"
1307,Russia,South Korea,2022,2022,1,exp_part,0,0,1,0,0,0,0,end_war,ongoing
1308,Russia,Liechtenstein,2022,2022,0,,0,0,1,0,0,0,0,end_war,ongoing
1309,Russia,Norway,2022,2022,1,"exp_part,imp_part",0,0,1,1,1,0,0,end_war,ongoing
1310,Russia,Singapore,2022,2022,1,exp_part,0,0,1,0,0,0,0,end_war,ongoing
1311,Russia,Switzerland,2022,2022,1,"exp_part,imp_part",0,0,1,1,1,0,0,end_war,ongoing
1312,Russia,Taiwan,2022,2022,1,exp_part,0,0,0,0,0,0,0,end_war,ongoing
1313,Russia,United Kingdom,2022,2022,1,"exp_part,imp_part",0,0,1,1,1,0,0,"policy_change,prevent_war,end_war,democracy","ongoing,ongoing,ongoing,ongoing"
1314,Russia,United States,2022,2022,1,"exp_part, imp_part",0,0,1,1,1,0,0,"policy_change,prevent_war,end_war","ongoing,ongoing,ongoing"
1315,Russia,"United States, EU, United Kingdom, Canada, France, Germany, Italy, Japan",2022,2022,0,,0,0,1,0,1,0,1,end_war,ongoing
1316,Russia,"United States, United Kingdom, Canada",2022,2022,0,,0,0,1,0,0,0,1,end_war,ongoing
1317,Somalia,United States,2022,2022,0,,0,0,0,1,0,0,0,democracy,ongoing
1318,Sudan,United States,2022,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,"human_rights,democracy","ongoing,ongoing"
1319,Syria,United States,2022,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,terrorism,ongoing
1320,Tanzania,United States,2022,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,terrorism,ongoing
1321,Uganda,United States,2022,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,policy_change,ongoing
1322,Ukraine,United Kingdom,2022,2022,0,,0,0,1,0,0,0,0,end_war,ongoing
1323,United Arab Emirates,United States,2022,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,terrorism,ongoing
1324,United States,China,2022,2022,0,,0,0,0,1,0,0,0,policy_change,ongoing
1325,United States,Russia,2022,2022,1,"exp_part, imp_part",0,0,1,1,1,0,0,policy_change,ongoing
